age,gender,height,looking_for,children,education_level,occupation,swiping_history,frequency_of_usage,state,year,month,day,hour,interests_array,engagement_label,gender_idx,looking_for_idx,children_idx,education_level_idx,occupation_idx,frequency_of_usage_idx,state_idx,gender_ohe,looking_for_ohe,children_ohe,education_level_ohe,occupation_ohe,frequency_of_usage_ohe,state_ohe,features_clf,scaledFeatures_clf,rawPrediction,probability,engagement_pred
28,Female,5.37,Casual Dating,No,Bachelor's,Teacher,476,Daily,California,2025,2,10,0,"['Reading', 'Movies']",1,1.0,0.0,0.0,0.0,2.0,0.0,8.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[2],[1.0])","(2,[0],[1.0])","(49,[8],[1.0])","(69,[0,1,2,3,4,5,8,9,10,15,18,28],[28.0,5.37,476.0,2025.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0])","[0.2712238564082895,-0.7088753836453148,1.5641843075666446,0.0,1.160045750844162,-0.5199057418981784,-1.6689305109793735,-1.237450844833538,0.6503489904146952,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,-0.6490405213487219,-0.504806871570202,1.9925534771805633,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,6.745998813664376,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[8.895469039639124,41.104530960360854]","[0.17790938079278257,0.8220906192072175]",1.0
28,Female,5.37,Marriage,No,Master's,Entrepreneur,133,Daily,Louisiana,2025,1,31,12,"['Sports', 'Reading', 'Sports']",0,1.0,1.0,0.0,2.0,1.0,0.0,46.0,"(1,[],[])","(1,[],[])","(1,[0],[1.0])","(3,[2],[1.0])","(5,[1],[1.0])","(2,[0],[1.0])","(49,[46],[1.0])","(69,[0,1,2,3,4,5,6,9,12,14,18,66],[28.0,5.37,133.0,2025.0,1.0,31.0,12.0,1.0,1.0,1.0,1.0,1.0])","[0.2712238564082895,-0.7088753836453148,-0.8108787377742853,0.0,-0.8236348656127096,1.9506992303236206,0.08027155362950832,-1.237450844833538,-1.5374512900672246,0.4967402072067583,-0.8011292877353655,-0.661210510541652,1.9925534771805633,-0.6490405213487219,1.9807176776276108,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,7.618574229945022,-0.12933580360455346,-0.12740259114244717]","[39.836275865959536,10.163724134040455]","[0.7967255173191908,0.20327448268080914]",0.0
28,Female,5.59,Casual Dating,Yes,Bachelor's,Engineer,36,Weekly,Minnesota,2025,1,1,14,"['Movies', 'Sports']",0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,"(1,[],[])","(1,[0],[1.0])","(1,[],[])","(3,[0],[1.0])","(5,[0],[1.0])","(2,[1],[1.0])","(49,[10],[1.0])","(69,[0,1,2,3,4,5,6,8,10,13,19,30],[28.0,5.59,36.0,2025.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0])","[0.2712238564082895,-0.22942171582382834,-1.4825437972438777,0.0,-0.8236348656127096,-1.5787364442789493,0.37180523106432195,-1.237450844833538,0.6503489904146952,-2.0128829512904924,1.248088054717677,-0.661210510541652,-0.501808310671695,1.5405507998625658,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,-1.0173863005150519,1.5467839679768862,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,6.745998813664376,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[40.646471539112014,9.35352846088799]","[0.8129294307822402,0.1870705692177598]",0.0
28,Female,5.6,Marriage,No,High School,Entrepreneur,123,Weekly,Virginia,2025,1,30,10,"['Movies', 'Movies', 'Reading']",0,1.0,1.0,0.0,1.0,1.0,1.0,30.0,"(1,[],[])","(1,[],[])","(1,[0],[1.0])","(3,[1],[1.0])","(5,[1],[1.0])","(2,[1],[1.0])","(49,[30],[1.0])","(69,[0,1,2,3,4,5,6,9,11,14,19,50],[28.0,5.6,123.0,2025.0,1.0,30.0,10.0,1.0,1.0,1.0,1.0,1.0])","[0.2712238564082895,-0.20762836728648848,-0.8801225583381608,0.0,-0.8236348656127096,1.8330513745035348,-0.2112621238053053,-1.237450844833538,-1.5374512900672246,0.4967402072067583,-0.8011292877353655,1.512196007725144,-0.501808310671695,-0.6490405213487219,1.9807176776276108,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,-1.0173863005150519,1.5467839679768862,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,7.076280077667563,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[40.43136601045518,9.568633989544816]","[0.8086273202091037,0.19137267979089634]",0.0
28,Female,5.72,Casual Dating,No,Bachelor's,Engineer,204,Daily,Georgia,2025,1,4,1,['Reading'],0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[0],[1.0])","(2,[0],[1.0])","(49,[12],[1.0])","(69,[0,1,2,3,4,5,6,8,9,10,13,18,32],[28.0,5.72,204.0,2025.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","[0.2712238564082895,0.053891815161595566,-0.31924761177076916,0.0,-0.8236348656127096,-1.2257928768186923,-1.5231636722619666,-1.237450844833538,0.6503489904146952,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,1.5405507998625658,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,6.784837390150021,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[40.95380918701839,9.046190812981614]","[0.8190761837403677,0.18092381625963225]",0.0
28,Female,5.84,Casual Dating,No,Master's,Engineer,316,Daily,Delaware,2025,1,2,15,"['Reading', 'Reading']",1,1.0,0.0,0.0,2.0,0.0,0.0,6.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[2],[1.0])","(5,[0],[1.0])","(2,[0],[1.0])","(49,[6],[1.0])","(69,[0,1,2,3,4,5,6,8,9,12,13,18,26],[28.0,5.84,316.0,2025.0,1.0,2.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0])","[0.2712238564082895,0.31541199760967964,0.4562831785446365,0.0,-0.8236348656127096,-1.4610885884588636,0.5175720697817288,-1.237450844833538,0.6503489904146952,0.4967402072067583,-0.8011292877353655,-0.661210510541652,1.9925534771805633,1.5405507998625658,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,6.707801073661514,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[9.764972716743205,40.23502728325679]","[0.19529945433486412,0.8047005456651358]",1.0
28,Female,5.87,Casual Dating,No,High School,Entrepreneur,318,Daily,Pennsylvania,2025,2,1,15,['Movies'],1,1.0,0.0,0.0,1.0,1.0,0.0,36.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[1],[1.0])","(5,[1],[1.0])","(2,[0],[1.0])","(49,[36],[1.0])","(69,[0,1,2,3,4,5,6,8,9,11,14,18,56],[28.0,5.87,318.0,2025.0,2.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0])","[0.2712238564082895,0.3807920432217011,0.4701319426574116,0.0,1.160045750844162,-1.5787364442789493,0.5175720697817288,-1.237450844833538,0.6503489904146952,0.4967402072067583,-0.8011292877353655,1.512196007725144,-0.501808310671695,-0.6490405213487219,1.9807176776276108,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,7.16649221528432,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[10.977993260653475,39.02200673934653]","[0.21955986521306947,0.7804401347869305]",1.0
28,Female,5.87,Casual Dating,No,Master's,Teacher,100,Monthly,Georgia,2025,1,9,19,"['Reading', 'Movies', 'Sports']",0,1.0,0.0,0.0,2.0,2.0,2.0,12.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[2],[1.0])","(5,[2],[1.0])","(2,[],[])","(49,[12],[1.0])","(69,[0,1,2,3,4,5,6,8,9,12,15,32],[28.0,5.87,100.0,2025.0,1.0,9.0,19.0,1.0,1.0,1.0,1.0,1.0])","[0.2712238564082895,0.3807920432217011,-1.0393833456350745,0.0,-0.8236348656127096,-0.637553597718264,1.100639424651356,-1.237450844833538,0.6503489904146952,0.4967402072067583,-0.8011292877353655,-0.661210510541652,1.9925534771805633,-0.6490405213487219,-0.504806871570202,1.9925534771805633,-0.33584299110531635,-0.3342910362745251,-1.0173863005150519,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,6.784837390150021,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[39.73750666831228,10.262493331687727]","[0.7947501333662454,0.20524986663375452]",0.0
28,Female,5.88,Casual Dating,Yes,Ph.D.,Artist,409,Monthly,Nevada,2025,2,4,7,"['Movies', 'Reading', 'Sports']",1,1.0,0.0,1.0,3.0,4.0,2.0,49.0,"(1,[],[])","(1,[0],[1.0])","(1,[],[])","(3,[],[])","(5,[4],[1.0])","(2,[],[])","(49,[],[])","(69,[0,1,2,3,4,5,6,8,17],[28.0,5.88,409.0,2025.0,2.0,4.0,7.0,1.0,1.0])","[0.2712238564082895,0.40258539175904096,1.1002507097886787,0.0,1.160045750844162,-1.2257928768186923,-0.6485626399575257,-1.237450844833538,0.6503489904146952,-2.0128829512904924,-0.8011292877353655,-0.661210510541652,-0.501808310671695,-0.6490405213487219,-0.504806871570202,-0.501808310671695,-0.33584299110531635,2.9910460820309663,-1.0173863005150519,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[9.964036945466432,40.03596305453356]","[0.19928073890932868,0.8007192610906714]",1.0
28,Female,5.91,Casual Dating,No,Bachelor's,Engineer,3,Monthly,Wyoming,2025,2,2,4,"['Movies', 'Sports', 'Reading']",0,1.0,0.0,0.0,0.0,0.0,2.0,15.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[0],[1.0])","(2,[],[])","(49,[15],[1.0])","(69,[0,1,2,3,4,5,6,8,9,10,13,35],[28.0,5.91,3.0,2025.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0])","[0.2712238564082895,0.46796543737106244,-1.7110484051046668,0.0,1.160045750844162,-1.4610885884588636,-1.0858631561097463,-1.237450844833538,0.6503489904146952,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,1.5405507998625658,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,-1.0173863005150519,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,6.86451071737309,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[41.1888127199899,8.8111872800101]","[0.823776254399798,0.17622374560020201]",0.0
28,Female,5.93,Casual Dating,No,Bachelor's,Engineer,150,Daily,New Jersey,2025,2,19,6,"['Movies', 'Sports']",0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[0],[1.0])","(2,[0],[1.0])","(49,[2],[1.0])","(69,[0,1,2,3,4,5,6,8,9,10,13,18,22],[28.0,5.93,150.0,2025.0,2.0,19.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0])","[0.2712238564082895,0.5115521344457422,-0.6931642428156969,0.0,1.160045750844162,0.5389249604825925,-0.7943294786749325,-1.237450844833538,0.6503489904146952,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,1.5405507998625658,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,6.525833857848972,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[43.59019817042681,6.409801829573185]","[0.8718039634085363,0.12819603659146372]",0.0
28,Female,5.93,Casual Dating,No,Ph.D.,Teacher,79,Daily,Ohio,2025,1,22,10,"['Reading', 'Reading', 'Movies']",0,1.0,0.0,0.0,3.0,2.0,0.0,18.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[],[])","(5,[2],[1.0])","(2,[0],[1.0])","(49,[18],[1.0])","(69,[0,1,2,3,4,5,6,8,9,15,18,38],[28.0,5.93,79.0,2025.0,1.0,22.0,10.0,1.0,1.0,1.0,1.0,1.0])","[0.2712238564082895,0.5115521344457422,-1.184795368819213,0.0,-0.8236348656127096,0.8918685279428495,-0.2112621238053053,-1.237450844833538,0.6503489904146952,0.4967402072067583,-0.8011292877353655,-0.661210510541652,-0.501808310671695,-0.6490405213487219,-0.504806871570202,1.9925534771805633,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,6.905384177003392,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[40.48935328267261,9.510646717327392]","[0.8097870656534522,0.19021293434654785]",0.0
28,Female,5.95,Casual Dating,No,Bachelor's,Engineer,421,Daily,Texas,2025,2,15,18,"['Movies', 'Movies']",1,1.0,0.0,0.0,0.0,0.0,0.0,4.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(3,[0],[1.0])","(5,[0],[1.0])","(2,[0],[1.0])","(49,[4],[1.0])","(69,[0,1,2,3,4,5,6,8,9,10,13,18,24],[28.0,5.95,421.0,2025.0,2.0,15.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0])","[0.2712238564082895,0.5551388315204238,1.1833432944653293,0.0,1.160045750844162,0.06833353720224992,0.9548725859339492,-1.237450844833538,0.6503489904146952,0.4967402072067583,1.248088054717677,-0.661210510541652,-0.501808310671695,1.5405507998625658,-0.504806871570202,-0.501808310671695,-0.33584299110531635,-0.3342910362745251,0.9827927639686134,-0.6464250438377518,-0.156873832484611,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,6.614996947982821,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[8.837238539647435,41.162761460352556]","[0.17674477079294873,0.8232552292070512]",1.0
28,Female,5.98,Marriage,No,High School,Artist,418,Daily,Colorado,2025,1,8,23,['Reading'],1,1.0,1.0,0.0,1.0,4.0,0.0,0.0,"(1,[],[])","(1,[],[])","(1,[0],[1.0])","(3,[1],[1.0])","(5,[4],[1.0])","(2,[0],[1.0])","(49,[0],[1.0])","(69,[0,1,2,3,4,5,6,9,11,17,18,20],[28.0,5.98,418.0,2025.0,1.0,8.0,23.0,1.0,1.0,1.0,1.0,1.0])","[0.2712238564082895,0.6205188771324454,1.1625701482961666,0.0,-0.8236348656127096,-0.7552014535383497,1.6837067795209832,-1.237450844833538,-1.5374512900672246,0.4967402072067583,-0.8011292877353655,1.512196007725144,-0.501808310671695,-0.6490405213487219,-0.504806871570202,-0.501808310671695,-0.33584299110531635,2.9910460820309663,0.9827927639686134,-0.6464250438377518,6.373783813849745,-0.15485286433149792,-0.15321871749835939,-0.15239568202936293,-0.15115349291459518,-0.15032017763277092,-0.14906224608136698,-0.14864077721151747,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.14821821377757743,-0.147369765376924,-0.1469438611546827,-0.1469438611546827,-0.14565930996020415,-0.14522881298580498,-0.1447971421542097,-0.1447971421542097,-0.14436428689626712,-0.14436428689626712,-0.14393023648663564,-0.1434949800405377,-0.1434949800405377,-0.1434949800405377,-0.14305850651042792,-0.14262080468257066,-0.14262080468257066,-0.14174167042653124,-0.14130021470780507,-0.14130021470780507,-0.14085748410271892,-0.14085748410271892,-0.14041346651188522,-0.14041346651188522,-0.13952152102733034,-0.13952152102733034,-0.13907356797419318,-0.13907356797419318,-0.13862427760783363,-0.13772163238086335,-0.13772163238086335,-0.1358997039960752,-0.1358997039960752,-0.13405483458285639,-0.1335899212598129,-0.13124239052196066,-0.12933580360455346,-0.12740259114244717]","[10.848075851825374,39.15192414817462]","[0.21696151703650748,0.7830384829634924]",1.0
